Candidate_ID,Candidate_Name,Parent_Seed_ID,Parent_Name,Transformation_Code,Design_Change,Attachment_Position,Design_Rationale,Linker_Type,Reactive_Group,Preparation_Type,Synthesis_Level,Parent_Tanimoto_r3,Max_Train_Tanimoto_r3,Risk_Flags
CAND_R2_084,TDCA-DOPO-2-piperazine,TRAIN_136,TDCA-DOPO-2,piperazine,Added piperazine at aromatic atom 65.,peripheral_aromatic,Introduced a monosubstituted piperazine unit retaining one secondary N–H site.,piperazine,NH,Co-curing,B,0.7261904761904762,0.7261904761904762,none
CAND_R2_085,TDCA-DOPO-2-benzamide-linker,TRAIN_136,TDCA-DOPO-2,benzamide_linker,Added benzamide_linker at aromatic atom 65.,peripheral_aromatic,Introduced a benzamide substituent; amide nitrogen is not treated as a normal amine curing site.,benzamide,amide,Additive,B,0.7439024390243902,0.7439024390243902,none
CAND_R2_086,TDCA-DOPO-2-phenyl,TRAIN_136,TDCA-DOPO-2,phenyl,Added phenyl at aromatic atom 65.,peripheral_aromatic,Extended the aromatic linker by one phenyl group.,phenyl,none,Additive,B,0.8356164383561644,0.8356164383561644,none
CAND_R2_087,TDCA-DOPO-2-biphenyl,TRAIN_136,TDCA-DOPO-2,biphenyl,Added biphenyl at aromatic atom 65.,peripheral_aromatic,Extended the rigid aromatic linker to a biphenyl unit.,biphenyl,none,Additive,B,0.8243243243243243,0.8243243243243243,none
CAND_R2_088,DOPO-HPM-amino,TRAIN_007,DOPO-HPM,amino,Added amino at aromatic atom 48.,peripheral_aromatic,Introduced one aryl amino group to add a P–N motif and a potential epoxy co-curing site.,aryl-amino,NH2,Co-curing,B,0.7304347826086957,0.7304347826086957,none
CAND_R2_089,DOPO-HPM-hydroxymethyl,TRAIN_007,DOPO-HPM,hydroxymethyl,Added hydroxymethyl at aromatic atom 48.,peripheral_aromatic,Introduced one hydroxymethyl group to increase polarity; not automatically treated as an epoxy-reactive group.,aryl-hydroxymethyl,CH2OH,Additive,B,0.7241379310344828,0.7241379310344828,none
CAND_R2_090,DOPO-HPM-carboxamide,TRAIN_007,DOPO-HPM,carboxamide,Added carboxamide at aromatic atom 48.,peripheral_aromatic,"Introduced one primary carboxamide as a polar, hydrogen-bonding substituent.",aryl-carboxamide,amide,Additive,B,0.711864406779661,0.711864406779661,none
CAND_R2_091,DOPO-HPM-boronic-acid,TRAIN_007,DOPO-HPM,boronic_acid,Added boronic_acid at aromatic atom 48.,peripheral_aromatic,Introduced one aryl boronic acid group to create a P–B candidate.,aryl-boronic-acid,B(OH)2,Additive,B,0.7241379310344828,0.7241379310344828,none
CAND_R2_092,DOPO-HPM-pinacol-boronate,TRAIN_007,DOPO-HPM,pinacol_boronate,Added pinacol_boronate at aromatic atom 48.,peripheral_aromatic,Introduced one pinacol boronate to create a more protected P–B analogue.,aryl-pinacol-boronate,pinacol boronate,Additive,B,0.6614173228346457,0.6614173228346457,candidate may be outside strict in-domain threshold
CAND_R2_093,DOPO-HPM-trimethoxysilyl,TRAIN_007,DOPO-HPM,trimethoxysilyl,Added trimethoxysilyl at aromatic atom 48.,peripheral_aromatic,Introduced one trialkoxysilane unit; secondary siloxane-network formation requires hydrolysis/condensation conditions.,aryl-trimethoxysilyl,Si(OCH3)3,Additive + Secondary Crosslinking,B,0.7,0.7,none
CAND_R2_094,DOPO-HPM-triethoxysilyl,TRAIN_007,DOPO-HPM,triethoxysilyl,Added triethoxysilyl at aromatic atom 48.,peripheral_aromatic,Introduced one triethoxysilane unit as a P–Si candidate.,aryl-triethoxysilyl,Si(OC2H5)3,Additive + Secondary Crosslinking,B,0.6885245901639344,0.6885245901639344,candidate may be outside strict in-domain threshold
CAND_R2_095,DOPO-HPM-disiloxane,TRAIN_007,DOPO-HPM,disiloxane,Added disiloxane at aromatic atom 48.,peripheral_aromatic,Introduced a short disiloxane substituent without assuming epoxy-network reactivity.,short-disiloxane,none,Additive,B,0.6885245901639344,0.6885245901639344,candidate may be outside strict in-domain threshold
CAND_R2_096,DOPO-HPM-glycidyloxy,TRAIN_007,DOPO-HPM,glycidyloxy,Added glycidyloxy at aromatic atom 48.,peripheral_aromatic,Introduced one glycidyl ether group for co-curing with the epoxy hardener.,aryl-glycidyl-ether,epoxy,Co-curing,B,0.7058823529411765,0.7058823529411765,none
CAND_R2_097,DOPO-HPM-diaminotriazine,TRAIN_007,DOPO-HPM,diaminotriazine,Added diaminotriazine at aromatic atom 48.,peripheral_aromatic,Introduced one diamino-triazine substituent to add nitrogen and potential co-curing sites.,"diamino-1,3,5-triazine",NH2,Co-curing,B,0.6614173228346457,0.6614173228346457,candidate may be outside strict in-domain threshold
CAND_R2_098,DOPO-HPM-piperazine,TRAIN_007,DOPO-HPM,piperazine,Added piperazine at aromatic atom 48.,peripheral_aromatic,Introduced a monosubstituted piperazine unit retaining one secondary N–H site.,piperazine,NH,Co-curing,B,0.672,0.672,candidate may be outside strict in-domain threshold
CAND_R2_099,DOPO-HPM-benzamide-linker,TRAIN_007,DOPO-HPM,benzamide_linker,Added benzamide_linker at aromatic atom 48.,peripheral_aromatic,Introduced a benzamide substituent; amide nitrogen is not treated as a normal amine curing site.,benzamide,amide,Additive,B,0.6511627906976745,0.6511627906976745,candidate may be outside strict in-domain threshold
CAND_R2_100,DOPO-HPM-phenyl,TRAIN_007,DOPO-HPM,phenyl,Added phenyl at aromatic atom 48.,peripheral_aromatic,Extended the aromatic linker by one phenyl group.,phenyl,none,Additive,B,0.6942148760330579,0.6942148760330579,candidate may be outside strict in-domain threshold
CAND_R2_101,DOPO-HPM-biphenyl,TRAIN_007,DOPO-HPM,biphenyl,Added biphenyl at aromatic atom 48.,peripheral_aromatic,Extended the rigid aromatic linker to a biphenyl unit.,biphenyl,none,Additive,B,0.6614173228346457,0.6614173228346457,candidate may be outside strict in-domain threshold
CAND_R2_102,DOPO-HPM-OH-glycidyl,TRAIN_007,DOPO-HPM,OH_glycidyl,Converted one OH group to a glycidyl ether. Regioisomer 1.,OH_site_1,Converted one OH group to a glycidyl ether.,OH-to-glycidyl-ether,epoxy,Co-curing,B,0.7747747747747747,0.7747747747747747,none
CAND_R2_103,DOPO-HPM-OH-methyl,TRAIN_007,DOPO-HPM,OH_methyl,Converted one OH group to a methyl ether. Regioisomer 1.,OH_site_1,Converted one OH group to a methyl ether.,OH-to-methyl-ether,none,Additive,B,0.7962962962962963,0.7962962962962963,none
CAND_R2_104,DOPO-HPM-OH-acetyl,TRAIN_007,DOPO-HPM,OH_acetyl,Converted one OH group to an acetate. Regioisomer 1.,OH_site_1,Converted one OH group to an acetate.,OH-to-acetate,none,Additive,B,0.7699115044247787,0.7699115044247787,none
CAND_R2_105,DOPO-HPM-OH-allyl,TRAIN_007,DOPO-HPM,OH_allyl,Converted one OH group to an allyl ether; no EP reactivity is assumed. Regioisomer 1.,OH_site_1,Converted one OH group to an allyl ether; no EP reactivity is assumed.,OH-to-allyl-ether,allyl,Additive,B,0.7478260869565218,0.7478260869565218,none
CAND_R2_106,DOPT-amino,TRAIN_090,DOPT,amino,Added amino at aromatic atom 25.,peripheral_aromatic,Introduced one aryl amino group to add a P–N motif and a potential epoxy co-curing site.,aryl-amino,NH2,Co-curing,B,0.6527777777777778,0.6527777777777778,candidate may be outside strict in-domain threshold
CAND_R2_107,DOPT-hydroxy,TRAIN_090,DOPT,hydroxy,Added hydroxy at aromatic atom 25.,peripheral_aromatic,Introduced one phenolic hydroxyl group; kept as Additive unless a validated pre-reaction route is available.,aryl-hydroxy,OH,Additive,B,0.6527777777777778,0.6527777777777778,candidate may be outside strict in-domain threshold
CAND_R2_108,DOPT-hydroxymethyl,TRAIN_090,DOPT,hydroxymethyl,Added hydroxymethyl at aromatic atom 25.,peripheral_aromatic,Introduced one hydroxymethyl group to increase polarity; not automatically treated as an epoxy-reactive group.,aryl-hydroxymethyl,CH2OH,Additive,B,0.618421052631579,0.618421052631579,large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_109,DOPT-carboxamide,TRAIN_090,DOPT,carboxamide,Added carboxamide at aromatic atom 25.,peripheral_aromatic,"Introduced one primary carboxamide as a polar, hydrogen-bonding substituent.",aryl-carboxamide,amide,Additive,B,0.6103896103896104,0.6103896103896104,large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_110,DOPT-boronic-acid,TRAIN_090,DOPT,boronic_acid,Added boronic_acid at aromatic atom 25.,peripheral_aromatic,Introduced one aryl boronic acid group to create a P–B candidate.,aryl-boronic-acid,B(OH)2,Additive,B,0.6351351351351351,0.6351351351351351,large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_111,DOPT-pinacol-boronate,TRAIN_090,DOPT,pinacol_boronate,Added pinacol_boronate at aromatic atom 25.,peripheral_aromatic,Introduced one pinacol boronate to create a more protected P–B analogue.,aryl-pinacol-boronate,pinacol boronate,Additive,B,0.5925925925925926,0.5925925925925926,large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_112,DOPT-trimethoxysilyl,TRAIN_090,DOPT,trimethoxysilyl,Added trimethoxysilyl at aromatic atom 25.,peripheral_aromatic,Introduced one trialkoxysilane unit; secondary siloxane-network formation requires hydrolysis/condensation conditions.,aryl-trimethoxysilyl,Si(OCH3)3,Additive + Secondary Crosslinking,B,0.5949367088607594,0.5949367088607594,large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_113,DOPT-triethoxysilyl,TRAIN_090,DOPT,triethoxysilyl,Added triethoxysilyl at aromatic atom 25.,peripheral_aromatic,Introduced one triethoxysilane unit as a P–Si candidate.,aryl-triethoxysilyl,Si(OC2H5)3,Additive + Secondary Crosslinking,B,0.573170731707317,0.573170731707317,large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_114,DOPT-disiloxane,TRAIN_090,DOPT,disiloxane,Added disiloxane at aromatic atom 25.,peripheral_aromatic,Introduced a short disiloxane substituent without assuming epoxy-network reactivity.,short-disiloxane,none,Additive,B,0.5802469135802469,0.5802469135802469,large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_115,DOPT-glycidyloxy,TRAIN_090,DOPT,glycidyloxy,Added glycidyloxy at aromatic atom 25.,peripheral_aromatic,Introduced one glycidyl ether group for co-curing with the epoxy hardener.,aryl-glycidyl-ether,epoxy,Co-curing,C,0.5465116279069767,0.5465116279069767,large structural change from parent; candidate may be outside strict in-domain threshold; exploratory only; excluded from formal screening
CAND_R2_116,DOPT-diaminotriazine,TRAIN_090,DOPT,diaminotriazine,Added diaminotriazine at aromatic atom 25.,peripheral_aromatic,Introduced one diamino-triazine substituent to add nitrogen and potential co-curing sites.,"diamino-1,3,5-triazine",NH2,Co-curing,B,0.5662650602409639,0.5662650602409639,large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_117,DOPT-piperazine,TRAIN_090,DOPT,piperazine,Added piperazine at aromatic atom 25.,peripheral_aromatic,Introduced a monosubstituted piperazine unit retaining one secondary N–H site.,piperazine,NH,Co-curing,B,0.5529411764705883,0.5529411764705883,large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_118,DOPT-benzamide-linker,TRAIN_090,DOPT,benzamide_linker,Added benzamide_linker at aromatic atom 25.,peripheral_aromatic,Introduced a benzamide substituent; amide nitrogen is not treated as a normal amine curing site.,benzamide,amide,Additive,C,0.5402298850574713,0.5402298850574713,large structural change from parent; candidate may be outside strict in-domain threshold; exploratory only; excluded from formal screening
CAND_R2_119,DOPT-phenyl,TRAIN_090,DOPT,phenyl,Added phenyl at aromatic atom 25.,peripheral_aromatic,Extended the aromatic linker by one phenyl group.,phenyl,none,Additive,B,0.6025641025641025,0.6025641025641025,large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_120,DOPT-biphenyl,TRAIN_090,DOPT,biphenyl,Added biphenyl at aromatic atom 25.,peripheral_aromatic,Extended the rigid aromatic linker to a biphenyl unit.,biphenyl,none,Additive,B,0.5662650602409639,0.5662650602409639,large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_121,DOPT-aryl-methyl-to-aldehyde,TRAIN_090,DOPT,aryl_methyl_to_aldehyde,Oxidized one aryl methyl group to an aldehyde. Regioisomer 1.,site_1,Oxidized one aryl methyl group to an aldehyde.,methyl-to-aldehyde,CHO,Additive,B,0.7272727272727273,0.7272727272727273,none
CAND_R2_122,DOPT-aryl-methyl-to-acid,TRAIN_090,DOPT,aryl_methyl_to_acid,Oxidized one aryl methyl group to a carboxylic acid. Regioisomer 1.,site_1,Oxidized one aryl methyl group to a carboxylic acid.,methyl-to-carboxylic-acid,COOH,Additive,B,0.7164179104477612,0.7164179104477612,none
CAND_R2_123,DOPT-NH-methyl,TRAIN_090,DOPT,NH_methyl,"Methylated one free N–H site, reducing curing activity. Regioisomer 1.",NH_site_1,"Methylated one free N–H site, reducing curing activity.",N-methyl,none,Additive,C,0.4805194805194805,0.4805194805194805,large structural change from parent; candidate may be outside strict in-domain threshold; exploratory only; excluded from formal screening
CAND_R2_124,DOPT-NH-hydroxyethyl,TRAIN_090,DOPT,NH_hydroxyethyl,Introduced one hydroxyethyl substituent on an N–H site. Regioisomer 1.,NH_site_1,Introduced one hydroxyethyl substituent on an N–H site.,N-hydroxyethyl,OH,Additive,C,0.44047619047619047,0.44047619047619047,large structural change from parent; candidate may be outside strict in-domain threshold; exploratory only; excluded from formal screening
CAND_R2_125,DOPT-NH-glycidyl,TRAIN_090,DOPT,NH_glycidyl,Introduced one glycidyl substituent on an N–H site. Regioisomer 1.,NH_site_1,Introduced one glycidyl substituent on an N–H site.,N-glycidyl,epoxy,Co-curing,C,0.42045454545454547,0.42045454545454547,large structural change from parent; candidate may be outside strict in-domain threshold; exploratory only; excluded from formal screening
CAND_R2_126,DIB-amino,TRAIN_057,DIB,amino,Added amino at aromatic atom 35.,peripheral_aromatic,Introduced one aryl amino group to add a P–N motif and a potential epoxy co-curing site.,aryl-amino,NH2,Co-curing,B,0.8181818181818182,0.8181818181818182,none
CAND_R2_127,DIB-hydroxy,TRAIN_057,DIB,hydroxy,Added hydroxy at aromatic atom 35.,peripheral_aromatic,Introduced one phenolic hydroxyl group; kept as Additive unless a validated pre-reaction route is available.,aryl-hydroxy,OH,Additive,B,0.8181818181818182,0.8181818181818182,none
CAND_R2_128,DIB-hydroxymethyl,TRAIN_057,DIB,hydroxymethyl,Added hydroxymethyl at aromatic atom 35.,peripheral_aromatic,Introduced one hydroxymethyl group to increase polarity; not automatically treated as an epoxy-reactive group.,aryl-hydroxymethyl,CH2OH,Additive,B,0.7875,0.7875,none
CAND_R2_129,DIB-carboxamide,TRAIN_057,DIB,carboxamide,Added carboxamide at aromatic atom 35.,peripheral_aromatic,"Introduced one primary carboxamide as a polar, hydrogen-bonding substituent.",aryl-carboxamide,amide,Additive,B,0.7682926829268293,0.7682926829268293,none
CAND_R2_130,DIB-boronic-acid,TRAIN_057,DIB,boronic_acid,Added boronic_acid at aromatic atom 35.,peripheral_aromatic,Introduced one aryl boronic acid group to create a P–B candidate.,aryl-boronic-acid,B(OH)2,Additive,B,0.7875,0.7875,none
CAND_R2_131,DIB-pinacol-boronate,TRAIN_057,DIB,pinacol_boronate,Added pinacol_boronate at aromatic atom 35.,peripheral_aromatic,Introduced one pinacol boronate to create a more protected P–B analogue.,aryl-pinacol-boronate,pinacol boronate,Additive,B,0.7,0.7,none
CAND_R2_132,DIB-trimethoxysilyl,TRAIN_057,DIB,trimethoxysilyl,Added trimethoxysilyl at aromatic atom 35.,peripheral_aromatic,Introduced one trialkoxysilane unit; secondary siloxane-network formation requires hydrolysis/condensation conditions.,aryl-trimethoxysilyl,Si(OCH3)3,Additive + Secondary Crosslinking,B,0.75,0.75,none
CAND_R2_133,DIB-triethoxysilyl,TRAIN_057,DIB,triethoxysilyl,Added triethoxysilyl at aromatic atom 35.,peripheral_aromatic,Introduced one triethoxysilane unit as a P–Si candidate.,aryl-triethoxysilyl,Si(OC2H5)3,Additive + Secondary Crosslinking,B,0.7159090909090909,0.7159090909090909,none
CAND_R2_134,DIB-disiloxane,TRAIN_057,DIB,disiloxane,Added disiloxane at aromatic atom 35.,peripheral_aromatic,Introduced a short disiloxane substituent without assuming epoxy-network reactivity.,short-disiloxane,none,Additive,B,0.7325581395348837,0.7325581395348837,none
CAND_R2_135,DIB-glycidyloxy,TRAIN_057,DIB,glycidyloxy,Added glycidyloxy at aromatic atom 35.,peripheral_aromatic,Introduced one glycidyl ether group for co-curing with the epoxy hardener.,aryl-glycidyl-ether,epoxy,Co-curing,B,0.7,0.7,none
CAND_R2_136,DIB-diaminotriazine,TRAIN_057,DIB,diaminotriazine,Added diaminotriazine at aromatic atom 35.,peripheral_aromatic,Introduced one diamino-triazine substituent to add nitrogen and potential co-curing sites.,"diamino-1,3,5-triazine",NH2,Co-curing,B,0.7078651685393258,0.7078651685393258,none
CAND_R2_137,DIB-piperazine,TRAIN_057,DIB,piperazine,Added piperazine at aromatic atom 35.,peripheral_aromatic,Introduced a monosubstituted piperazine unit retaining one secondary N–H site.,piperazine,NH,Co-curing,B,0.6923076923076923,0.6923076923076923,candidate may be outside strict in-domain threshold
CAND_R2_138,DIB-benzamide-linker,TRAIN_057,DIB,benzamide_linker,Added benzamide_linker at aromatic atom 35.,peripheral_aromatic,Introduced a benzamide substituent; amide nitrogen is not treated as a normal amine curing site.,benzamide,amide,Additive,B,0.6774193548387096,0.6774193548387096,candidate may be outside strict in-domain threshold
CAND_R2_139,DIB-phenyl,TRAIN_057,DIB,phenyl,Added phenyl at aromatic atom 35.,peripheral_aromatic,Extended the aromatic linker by one phenyl group.,phenyl,none,Additive,B,0.75,0.75,none
CAND_R2_140,DIB-biphenyl,TRAIN_057,DIB,biphenyl,Added biphenyl at aromatic atom 35.,peripheral_aromatic,Extended the rigid aromatic linker to a biphenyl unit.,biphenyl,none,Additive,B,0.7078651685393258,0.7078651685393258,none
CAND_R2_141,DIB-NH-methyl,TRAIN_057,DIB,NH_methyl,"Methylated one free N–H site, reducing curing activity. Regioisomer 1.",NH_site_1,"Methylated one free N–H site, reducing curing activity.",N-methyl,none,Additive,B,0.7380952380952381,0.7380952380952381,none
CAND_R2_142,DIB-NH-hydroxyethyl,TRAIN_057,DIB,NH_hydroxyethyl,Introduced one hydroxyethyl substituent on an N–H site. Regioisomer 1.,NH_site_1,Introduced one hydroxyethyl substituent on an N–H site.,N-hydroxyethyl,OH,Additive,B,0.6966292134831461,0.6966292134831461,candidate may be outside strict in-domain threshold
CAND_R2_143,DIB-NH-glycidyl,TRAIN_057,DIB,NH_glycidyl,Introduced one glycidyl substituent on an N–H site. Regioisomer 1.,NH_site_1,Introduced one glycidyl substituent on an N–H site.,N-glycidyl,epoxy,Co-curing,B,0.6666666666666666,0.6666666666666666,candidate may be outside strict in-domain threshold
CAND_R2_144,DTB-amino,TRAIN_018,DTB,amino,Added amino at aromatic atom 31.,DOPO_core_aromatic,Introduced one aryl amino group to add a P–N motif and a potential epoxy co-curing site.,aryl-amino,NH2,Co-curing,B,0.7684210526315789,0.7684210526315789,DOPO-core substitution route needs confirmation
CAND_R2_145,DTB-hydroxy,TRAIN_018,DTB,hydroxy,Added hydroxy at aromatic atom 31.,DOPO_core_aromatic,Introduced one phenolic hydroxyl group; kept as Additive unless a validated pre-reaction route is available.,aryl-hydroxy,OH,Additive,B,0.7684210526315789,0.7684210526315789,DOPO-core substitution route needs confirmation
CAND_R2_146,DTB-hydroxymethyl,TRAIN_018,DTB,hydroxymethyl,Added hydroxymethyl at aromatic atom 31.,DOPO_core_aromatic,Introduced one hydroxymethyl group to increase polarity; not automatically treated as an epoxy-reactive group.,aryl-hydroxymethyl,CH2OH,Additive,B,0.7604166666666666,0.7604166666666666,DOPO-core substitution route needs confirmation
CAND_R2_147,DTB-carboxamide,TRAIN_018,DTB,carboxamide,Added carboxamide at aromatic atom 31.,DOPO_core_aromatic,"Introduced one primary carboxamide as a polar, hydrogen-bonding substituent.",aryl-carboxamide,amide,Additive,B,0.7373737373737373,0.7373737373737373,DOPO-core substitution route needs confirmation
CAND_R2_148,DTB-boronic-acid,TRAIN_018,DTB,boronic_acid,Added boronic_acid at aromatic atom 31.,DOPO_core_aromatic,Introduced one aryl boronic acid group to create a P–B candidate.,aryl-boronic-acid,B(OH)2,Additive,B,0.776595744680851,0.776595744680851,DOPO-core substitution route needs confirmation
CAND_R2_149,DTB-pinacol-boronate,TRAIN_018,DTB,pinacol_boronate,Added pinacol_boronate at aromatic atom 31.,DOPO_core_aromatic,Introduced one pinacol boronate to create a more protected P–B analogue.,aryl-pinacol-boronate,pinacol boronate,Additive,B,0.6886792452830188,0.6886792452830188,DOPO-core substitution route needs confirmation; candidate may be outside strict in-domain threshold
CAND_R2_150,DTB-trimethoxysilyl,TRAIN_018,DTB,trimethoxysilyl,Added trimethoxysilyl at aromatic atom 31.,DOPO_core_aromatic,Introduced one trialkoxysilane unit; secondary siloxane-network formation requires hydrolysis/condensation conditions.,aryl-trimethoxysilyl,Si(OCH3)3,Additive + Secondary Crosslinking,B,0.7448979591836735,0.7448979591836735,DOPO-core substitution route needs confirmation
CAND_R2_151,DTB-triethoxysilyl,TRAIN_018,DTB,triethoxysilyl,Added triethoxysilyl at aromatic atom 31.,DOPO_core_aromatic,Introduced one triethoxysilane unit as a P–Si candidate.,aryl-triethoxysilyl,Si(OC2H5)3,Additive + Secondary Crosslinking,B,0.7156862745098039,0.7156862745098039,DOPO-core substitution route needs confirmation
CAND_R2_152,DTB-disiloxane,TRAIN_018,DTB,disiloxane,Added disiloxane at aromatic atom 31.,DOPO_core_aromatic,Introduced a short disiloxane substituent without assuming epoxy-network reactivity.,short-disiloxane,none,Additive,B,0.7156862745098039,0.7156862745098039,DOPO-core substitution route needs confirmation
CAND_R2_153,DTB-diaminotriazine,TRAIN_018,DTB,diaminotriazine,Added diaminotriazine at aromatic atom 31.,DOPO_core_aromatic,Introduced one diamino-triazine substituent to add nitrogen and potential co-curing sites.,"diamino-1,3,5-triazine",NH2,Co-curing,B,0.6822429906542056,0.6822429906542056,DOPO-core substitution route needs confirmation; candidate may be outside strict in-domain threshold
CAND_R2_154,DTB-piperazine,TRAIN_018,DTB,piperazine,Added piperazine at aromatic atom 31.,DOPO_core_aromatic,Introduced a monosubstituted piperazine unit retaining one secondary N–H site.,piperazine,NH,Co-curing,B,0.6886792452830188,0.6886792452830188,DOPO-core substitution route needs confirmation; candidate may be outside strict in-domain threshold
CAND_R2_155,DTB-benzamide-linker,TRAIN_018,DTB,benzamide_linker,Added benzamide_linker at aromatic atom 31.,DOPO_core_aromatic,Introduced a benzamide substituent; amide nitrogen is not treated as a normal amine curing site.,benzamide,amide,Additive,B,0.6636363636363637,0.6636363636363637,DOPO-core substitution route needs confirmation; candidate may be outside strict in-domain threshold
CAND_R2_156,DTB-phenyl,TRAIN_018,DTB,phenyl,Added phenyl at aromatic atom 31.,DOPO_core_aromatic,Extended the aromatic linker by one phenyl group.,phenyl,none,Additive,B,0.7227722772277227,0.7227722772277227,DOPO-core substitution route needs confirmation
CAND_R2_157,DTB-biphenyl,TRAIN_018,DTB,biphenyl,Added biphenyl at aromatic atom 31.,DOPO_core_aromatic,Extended the rigid aromatic linker to a biphenyl unit.,biphenyl,none,Additive,B,0.7087378640776699,0.7087378640776699,DOPO-core substitution route needs confirmation
CAND_R2_158,DTB-OH-glycidyl,TRAIN_018,DTB,OH_glycidyl,Converted one OH group to a glycidyl ether. Regioisomer 1.,OH_site_1,Converted one OH group to a glycidyl ether.,OH-to-glycidyl-ether,epoxy,Co-curing,B,0.77,0.77,none
CAND_R2_159,DTB-OH-glycidyl-2,TRAIN_018,DTB,OH_glycidyl,Converted one OH group to a glycidyl ether. Regioisomer 2.,OH_site_2,Converted one OH group to a glycidyl ether.,OH-to-glycidyl-ether,epoxy,Co-curing,B,0.74,0.74,none
CAND_R2_160,DTB-OH-glycidyl-3,TRAIN_018,DTB,OH_glycidyl,Converted one OH group to a glycidyl ether. Regioisomer 3.,OH_site_3,Converted one OH group to a glycidyl ether.,OH-to-glycidyl-ether,epoxy,Co-curing,B,0.7254901960784313,0.7254901960784313,none
CAND_R2_161,DTB-OH-glycidyl-all,TRAIN_018,DTB,OH_glycidyl_all,Converted one OH group to a glycidyl ether. Converted all OH groups.,all_OH,Converted one OH group to a glycidyl ether. All OH sites were changed.,OH-to-glycidyl-ether-all,epoxy,Co-curing,B,0.5675675675675675,0.5675675675675675,large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_162,DTB-OH-methyl,TRAIN_018,DTB,OH_methyl,Converted one OH group to a methyl ether. Regioisomer 1.,OH_site_1,Converted one OH group to a methyl ether.,OH-to-methyl-ether,none,Additive,B,0.8651685393258427,0.8651685393258427,none
CAND_R2_163,DTB-OH-methyl-2,TRAIN_018,DTB,OH_methyl,Converted one OH group to a methyl ether. Regioisomer 2.,OH_site_2,Converted one OH group to a methyl ether.,OH-to-methyl-ether,none,Additive,B,0.8131868131868132,0.8131868131868132,none
CAND_R2_164,DTB-OH-methyl-3,TRAIN_018,DTB,OH_methyl,Converted one OH group to a methyl ether. Regioisomer 3.,OH_site_3,Converted one OH group to a methyl ether.,OH-to-methyl-ether,none,Additive,B,0.8131868131868132,0.8131868131868132,none
CAND_R2_165,DTB-OH-methyl-all,TRAIN_018,DTB,OH_methyl_all,Converted one OH group to a methyl ether. Converted all OH groups.,all_OH,Converted one OH group to a methyl ether. All OH sites were changed.,OH-to-methyl-ether-all,none,Additive,B,0.6138613861386139,0.6138613861386139,large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_166,DTB-OH-acetyl,TRAIN_018,DTB,OH_acetyl,Converted one OH group to an acetate. Regioisomer 1.,OH_site_1,Converted one OH group to an acetate.,OH-to-acetate,none,Additive,B,0.8191489361702128,0.8191489361702128,none
CAND_R2_167,DTB-OH-acetyl-2,TRAIN_018,DTB,OH_acetyl,Converted one OH group to an acetate. Regioisomer 2.,OH_site_2,Converted one OH group to an acetate.,OH-to-acetate,none,Additive,B,0.7708333333333334,0.7708333333333334,none
CAND_R2_168,DTB-OH-acetyl-3,TRAIN_018,DTB,OH_acetyl,Converted one OH group to an acetate. Regioisomer 3.,OH_site_3,Converted one OH group to an acetate.,OH-to-acetate,none,Additive,B,0.7708333333333334,0.7708333333333334,none
CAND_R2_169,DTB-OH-acetyl-all,TRAIN_018,DTB,OH_acetyl_all,Converted one OH group to an acetate. Converted all OH groups.,all_OH,Converted one OH group to an acetate. All OH sites were changed.,OH-to-acetate-all,none,Additive,B,0.5740740740740741,0.5740740740740741,large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_170,DTB-OH-allyl,TRAIN_018,DTB,OH_allyl,Converted one OH group to an allyl ether; no EP reactivity is assumed. Regioisomer 1.,OH_site_1,Converted one OH group to an allyl ether; no EP reactivity is assumed.,OH-to-allyl-ether,allyl,Additive,B,0.7857142857142857,0.7857142857142857,none
CAND_R2_171,DTB-OH-allyl-2,TRAIN_018,DTB,OH_allyl,Converted one OH group to an allyl ether; no EP reactivity is assumed. Regioisomer 2.,OH_site_2,Converted one OH group to an allyl ether; no EP reactivity is assumed.,OH-to-allyl-ether,allyl,Additive,B,0.7474747474747475,0.7474747474747475,none
CAND_R2_172,DTB-OH-allyl-3,TRAIN_018,DTB,OH_allyl,Converted one OH group to an allyl ether; no EP reactivity is assumed. Regioisomer 3.,OH_site_3,Converted one OH group to an allyl ether; no EP reactivity is assumed.,OH-to-allyl-ether,allyl,Additive,B,0.74,0.74,none
