Candidate_ID,Candidate_Name,SMILES_raw,Source_Type,Reference_ID,Design_Family,DOPO_Count,Linker_Type,Reactive_Group,Preparation_Type,Synthesis_Level,Notes
CAND_R2_104,DOPO-HPM-OH-acetyl,CC(=O)OC(COc1ccc(N2C(=O)CC(P3(=O)Oc4ccccc4-c4ccccc43)C2=O)cc1)Cn1c(=O)n(CC2CO2)c(=O)n(CC2CO2)c1=O,designed,Designed,P-N,1,OH-to-acetate,none,Additive,B,"Parent=TRAIN_007 (DOPO-HPM); Change=Converted one OH group to an acetate. Regioisomer 1.; Attachment=OH_site_1; One-factor computational analogue. Parent_Tanimoto_r3=0.770; Max_Train_Tanimoto_r3=0.770; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_105,DOPO-HPM-OH-allyl,C=CCOC(COc1ccc(N2C(=O)CC(P3(=O)Oc4ccccc4-c4ccccc43)C2=O)cc1)Cn1c(=O)n(CC2CO2)c(=O)n(CC2CO2)c1=O,designed,Designed,P-N,1,OH-to-allyl-ether,allyl,Additive,B,"Parent=TRAIN_007 (DOPO-HPM); Change=Converted one OH group to an allyl ether; no EP reactivity is assumed. Regioisomer 1.; Attachment=OH_site_1; One-factor computational analogue. Parent_Tanimoto_r3=0.748; Max_Train_Tanimoto_r3=0.748; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_106,DOPT-amino,Cc1ccc(S(=O)(=O)NP2(=O)Oc3ccccc3-c3ccccc32)cc1N,designed,Designed,P-N-S,1,aryl-amino,NH2,Co-curing,B,"Parent=TRAIN_090 (DOPT); Change=Added amino at aromatic atom 25.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.653; Max_Train_Tanimoto_r3=0.653; Risk=candidate may be outside strict in-domain threshold. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_107,DOPT-hydroxy,Cc1ccc(S(=O)(=O)NP2(=O)Oc3ccccc3-c3ccccc32)cc1O,designed,Designed,P-N-S,1,aryl-hydroxy,OH,Additive,B,"Parent=TRAIN_090 (DOPT); Change=Added hydroxy at aromatic atom 25.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.653; Max_Train_Tanimoto_r3=0.653; Risk=candidate may be outside strict in-domain threshold. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_108,DOPT-hydroxymethyl,Cc1ccc(S(=O)(=O)NP2(=O)Oc3ccccc3-c3ccccc32)cc1CO,designed,Designed,P-N-S,1,aryl-hydroxymethyl,CH2OH,Additive,B,"Parent=TRAIN_090 (DOPT); Change=Added hydroxymethyl at aromatic atom 25.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.618; Max_Train_Tanimoto_r3=0.618; Risk=large structural change from parent; candidate may be outside strict in-domain threshold. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_109,DOPT-carboxamide,Cc1ccc(S(=O)(=O)NP2(=O)Oc3ccccc3-c3ccccc32)cc1C(N)=O,designed,Designed,P-N-S,1,aryl-carboxamide,amide,Additive,B,"Parent=TRAIN_090 (DOPT); Change=Added carboxamide at aromatic atom 25.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.610; Max_Train_Tanimoto_r3=0.610; Risk=large structural change from parent; candidate may be outside strict in-domain threshold. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_110,DOPT-boronic-acid,Cc1ccc(S(=O)(=O)NP2(=O)Oc3ccccc3-c3ccccc32)cc1B(O)O,designed,Designed,P-N-B-S,1,aryl-boronic-acid,B(OH)2,Additive,B,"Parent=TRAIN_090 (DOPT); Change=Added boronic_acid at aromatic atom 25.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.635; Max_Train_Tanimoto_r3=0.635; Risk=large structural change from parent; candidate may be outside strict in-domain threshold. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_111,DOPT-pinacol-boronate,Cc1ccc(S(=O)(=O)NP2(=O)Oc3ccccc3-c3ccccc32)cc1B1OC(C)(C)C(C)(C)O1,designed,Designed,P-N-B-S,1,aryl-pinacol-boronate,pinacol boronate,Additive,B,"Parent=TRAIN_090 (DOPT); Change=Added pinacol_boronate at aromatic atom 25.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.593; Max_Train_Tanimoto_r3=0.593; Risk=large structural change from parent; candidate may be outside strict in-domain threshold. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_112,DOPT-trimethoxysilyl,CO[Si](OC)(OC)c1cc(S(=O)(=O)NP2(=O)Oc3ccccc3-c3ccccc32)ccc1C,designed,Designed,P-N-Si-S,1,aryl-trimethoxysilyl,Si(OCH3)3,Additive + Secondary Crosslinking,B,"Parent=TRAIN_090 (DOPT); Change=Added trimethoxysilyl at aromatic atom 25.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.595; Max_Train_Tanimoto_r3=0.595; Risk=large structural change from parent; candidate may be outside strict in-domain threshold. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_113,DOPT-triethoxysilyl,CCO[Si](OCC)(OCC)c1cc(S(=O)(=O)NP2(=O)Oc3ccccc3-c3ccccc32)ccc1C,designed,Designed,P-N-Si-S,1,aryl-triethoxysilyl,Si(OC2H5)3,Additive + Secondary Crosslinking,B,"Parent=TRAIN_090 (DOPT); Change=Added triethoxysilyl at aromatic atom 25.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.573; Max_Train_Tanimoto_r3=0.573; Risk=large structural change from parent; candidate may be outside strict in-domain threshold. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_114,DOPT-disiloxane,Cc1ccc(S(=O)(=O)NP2(=O)Oc3ccccc3-c3ccccc32)cc1[Si](C)(C)O[Si](C)(C)C,designed,Designed,P-N-Si-S,1,short-disiloxane,none,Additive,B,"Parent=TRAIN_090 (DOPT); Change=Added disiloxane at aromatic atom 25.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.580; Max_Train_Tanimoto_r3=0.580; Risk=large structural change from parent; candidate may be outside strict in-domain threshold. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_115,DOPT-glycidyloxy,Cc1ccc(S(=O)(=O)NP2(=O)Oc3ccccc3-c3ccccc32)cc1OCC1CO1,designed,Designed,P-N-S,1,aryl-glycidyl-ether,epoxy,Co-curing,C,"Parent=TRAIN_090 (DOPT); Change=Added glycidyloxy at aromatic atom 25.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.547; Max_Train_Tanimoto_r3=0.547; Risk=large structural change from parent; candidate may be outside strict in-domain threshold; exploratory only; excluded from formal screening. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_116,DOPT-diaminotriazine,Cc1ccc(S(=O)(=O)NP2(=O)Oc3ccccc3-c3ccccc32)cc1-c1nc(N)nc(N)n1,designed,Designed,P-N-S,1,"diamino-1,3,5-triazine",NH2,Co-curing,B,"Parent=TRAIN_090 (DOPT); Change=Added diaminotriazine at aromatic atom 25.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.566; Max_Train_Tanimoto_r3=0.566; Risk=large structural change from parent; candidate may be outside strict in-domain threshold. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_117,DOPT-piperazine,Cc1ccc(S(=O)(=O)NP2(=O)Oc3ccccc3-c3ccccc32)cc1N1CCNCC1,designed,Designed,P-N-S,1,piperazine,NH,Co-curing,B,"Parent=TRAIN_090 (DOPT); Change=Added piperazine at aromatic atom 25.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.553; Max_Train_Tanimoto_r3=0.553; Risk=large structural change from parent; candidate may be outside strict in-domain threshold. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_118,DOPT-benzamide-linker,Cc1ccc(S(=O)(=O)NP2(=O)Oc3ccccc3-c3ccccc32)cc1NC(=O)c1ccccc1,designed,Designed,P-N-S,1,benzamide,amide,Additive,C,"Parent=TRAIN_090 (DOPT); Change=Added benzamide_linker at aromatic atom 25.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.540; Max_Train_Tanimoto_r3=0.540; Risk=large structural change from parent; candidate may be outside strict in-domain threshold; exploratory only; excluded from formal screening. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_119,DOPT-phenyl,Cc1ccc(S(=O)(=O)NP2(=O)Oc3ccccc3-c3ccccc32)cc1-c1ccccc1,designed,Designed,P-N-S,1,phenyl,none,Additive,B,"Parent=TRAIN_090 (DOPT); Change=Added phenyl at aromatic atom 25.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.603; Max_Train_Tanimoto_r3=0.603; Risk=large structural change from parent; candidate may be outside strict in-domain threshold. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_120,DOPT-biphenyl,Cc1ccc(S(=O)(=O)NP2(=O)Oc3ccccc3-c3ccccc32)cc1-c1ccc(-c2ccccc2)cc1,designed,Designed,P-N-S,1,biphenyl,none,Additive,B,"Parent=TRAIN_090 (DOPT); Change=Added biphenyl at aromatic atom 25.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.566; Max_Train_Tanimoto_r3=0.566; Risk=large structural change from parent; candidate may be outside strict in-domain threshold. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_121,DOPT-aryl-methyl-to-aldehyde,O=Cc1ccc(S(=O)(=O)NP2(=O)Oc3ccccc3-c3ccccc32)cc1,designed,Designed,P-N-S,1,methyl-to-aldehyde,CHO,Additive,B,"Parent=TRAIN_090 (DOPT); Change=Oxidized one aryl methyl group to an aldehyde. Regioisomer 1.; Attachment=site_1; One-factor computational analogue. Parent_Tanimoto_r3=0.727; Max_Train_Tanimoto_r3=0.727; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_122,DOPT-aryl-methyl-to-acid,O=C(O)c1ccc(S(=O)(=O)NP2(=O)Oc3ccccc3-c3ccccc32)cc1,designed,Designed,P-N-S,1,methyl-to-carboxylic-acid,COOH,Additive,B,"Parent=TRAIN_090 (DOPT); Change=Oxidized one aryl methyl group to a carboxylic acid. Regioisomer 1.; Attachment=site_1; One-factor computational analogue. Parent_Tanimoto_r3=0.716; Max_Train_Tanimoto_r3=0.716; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_123,DOPT-NH-methyl,Cc1ccc(S(=O)(=O)N(C)P2(=O)Oc3ccccc3-c3ccccc32)cc1,designed,Designed,P-N-S,1,N-methyl,none,Additive,C,"Parent=TRAIN_090 (DOPT); Change=Methylated one free N–H site, reducing curing activity. Regioisomer 1.; Attachment=NH_site_1; One-factor computational analogue. Parent_Tanimoto_r3=0.481; Max_Train_Tanimoto_r3=0.481; Risk=large structural change from parent; candidate may be outside strict in-domain threshold; exploratory only; excluded from formal screening. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_124,DOPT-NH-hydroxyethyl,Cc1ccc(S(=O)(=O)N(CCO)P2(=O)Oc3ccccc3-c3ccccc32)cc1,designed,Designed,P-N-S,1,N-hydroxyethyl,OH,Additive,C,"Parent=TRAIN_090 (DOPT); Change=Introduced one hydroxyethyl substituent on an N–H site. Regioisomer 1.; Attachment=NH_site_1; One-factor computational analogue. Parent_Tanimoto_r3=0.440; Max_Train_Tanimoto_r3=0.440; Risk=large structural change from parent; candidate may be outside strict in-domain threshold; exploratory only; excluded from formal screening. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_125,DOPT-NH-glycidyl,Cc1ccc(S(=O)(=O)N(CC2CO2)P2(=O)Oc3ccccc3-c3ccccc32)cc1,designed,Designed,P-N-S,1,N-glycidyl,epoxy,Co-curing,C,"Parent=TRAIN_090 (DOPT); Change=Introduced one glycidyl substituent on an N–H site. Regioisomer 1.; Attachment=NH_site_1; One-factor computational analogue. Parent_Tanimoto_r3=0.420; Max_Train_Tanimoto_r3=0.420; Risk=large structural change from parent; candidate may be outside strict in-domain threshold; exploratory only; excluded from formal screening. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_126,DIB-amino,Nc1nc(C(Nc2ccc(NC(c3c[nH]cn3)P3(=O)Oc4ccccc4-c4ccccc43)cc2)P2(=O)Oc3ccccc3-c3ccccc32)c[nH]1,designed,Designed,P-N,2,aryl-amino,NH2,Co-curing,B,"Parent=TRAIN_057 (DIB); Change=Added amino at aromatic atom 35.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.818; Max_Train_Tanimoto_r3=0.818; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_127,DIB-hydroxy,O=P1(C(Nc2ccc(NC(c3c[nH]c(O)n3)P3(=O)Oc4ccccc4-c4ccccc43)cc2)c2c[nH]cn2)Oc2ccccc2-c2ccccc21,designed,Designed,P-N,2,aryl-hydroxy,OH,Additive,B,"Parent=TRAIN_057 (DIB); Change=Added hydroxy at aromatic atom 35.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.818; Max_Train_Tanimoto_r3=0.818; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_128,DIB-hydroxymethyl,O=P1(C(Nc2ccc(NC(c3c[nH]c(CO)n3)P3(=O)Oc4ccccc4-c4ccccc43)cc2)c2c[nH]cn2)Oc2ccccc2-c2ccccc21,designed,Designed,P-N,2,aryl-hydroxymethyl,CH2OH,Additive,B,"Parent=TRAIN_057 (DIB); Change=Added hydroxymethyl at aromatic atom 35.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.787; Max_Train_Tanimoto_r3=0.787; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_129,DIB-carboxamide,NC(=O)c1nc(C(Nc2ccc(NC(c3c[nH]cn3)P3(=O)Oc4ccccc4-c4ccccc43)cc2)P2(=O)Oc3ccccc3-c3ccccc32)c[nH]1,designed,Designed,P-N,2,aryl-carboxamide,amide,Additive,B,"Parent=TRAIN_057 (DIB); Change=Added carboxamide at aromatic atom 35.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.768; Max_Train_Tanimoto_r3=0.768; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_130,DIB-boronic-acid,O=P1(C(Nc2ccc(NC(c3c[nH]c(B(O)O)n3)P3(=O)Oc4ccccc4-c4ccccc43)cc2)c2c[nH]cn2)Oc2ccccc2-c2ccccc21,designed,Designed,P-N-B,2,aryl-boronic-acid,B(OH)2,Additive,B,"Parent=TRAIN_057 (DIB); Change=Added boronic_acid at aromatic atom 35.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.787; Max_Train_Tanimoto_r3=0.787; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_131,DIB-pinacol-boronate,CC1(C)OB(c2nc(C(Nc3ccc(NC(c4c[nH]cn4)P4(=O)Oc5ccccc5-c5ccccc54)cc3)P3(=O)Oc4ccccc4-c4ccccc43)c[nH]2)OC1(C)C,designed,Designed,P-N-B,2,aryl-pinacol-boronate,pinacol boronate,Additive,B,"Parent=TRAIN_057 (DIB); Change=Added pinacol_boronate at aromatic atom 35.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.700; Max_Train_Tanimoto_r3=0.700; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_132,DIB-trimethoxysilyl,CO[Si](OC)(OC)c1nc(C(Nc2ccc(NC(c3c[nH]cn3)P3(=O)Oc4ccccc4-c4ccccc43)cc2)P2(=O)Oc3ccccc3-c3ccccc32)c[nH]1,designed,Designed,P-N-Si,2,aryl-trimethoxysilyl,Si(OCH3)3,Additive + Secondary Crosslinking,B,"Parent=TRAIN_057 (DIB); Change=Added trimethoxysilyl at aromatic atom 35.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.750; Max_Train_Tanimoto_r3=0.750; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_133,DIB-triethoxysilyl,CCO[Si](OCC)(OCC)c1nc(C(Nc2ccc(NC(c3c[nH]cn3)P3(=O)Oc4ccccc4-c4ccccc43)cc2)P2(=O)Oc3ccccc3-c3ccccc32)c[nH]1,designed,Designed,P-N-Si,2,aryl-triethoxysilyl,Si(OC2H5)3,Additive + Secondary Crosslinking,B,"Parent=TRAIN_057 (DIB); Change=Added triethoxysilyl at aromatic atom 35.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.716; Max_Train_Tanimoto_r3=0.716; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_134,DIB-disiloxane,C[Si](C)(C)O[Si](C)(C)c1nc(C(Nc2ccc(NC(c3c[nH]cn3)P3(=O)Oc4ccccc4-c4ccccc43)cc2)P2(=O)Oc3ccccc3-c3ccccc32)c[nH]1,designed,Designed,P-N-Si,2,short-disiloxane,none,Additive,B,"Parent=TRAIN_057 (DIB); Change=Added disiloxane at aromatic atom 35.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.733; Max_Train_Tanimoto_r3=0.733; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_135,DIB-glycidyloxy,O=P1(C(Nc2ccc(NC(c3c[nH]c(OCC4CO4)n3)P3(=O)Oc4ccccc4-c4ccccc43)cc2)c2c[nH]cn2)Oc2ccccc2-c2ccccc21,designed,Designed,P-N,2,aryl-glycidyl-ether,epoxy,Co-curing,B,"Parent=TRAIN_057 (DIB); Change=Added glycidyloxy at aromatic atom 35.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.700; Max_Train_Tanimoto_r3=0.700; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_136,DIB-diaminotriazine,Nc1nc(N)nc(-c2nc(C(Nc3ccc(NC(c4c[nH]cn4)P4(=O)Oc5ccccc5-c5ccccc54)cc3)P3(=O)Oc4ccccc4-c4ccccc43)c[nH]2)n1,designed,Designed,P-N,2,"diamino-1,3,5-triazine",NH2,Co-curing,B,"Parent=TRAIN_057 (DIB); Change=Added diaminotriazine at aromatic atom 35.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.708; Max_Train_Tanimoto_r3=0.708; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_137,DIB-piperazine,O=P1(C(Nc2ccc(NC(c3c[nH]c(N4CCNCC4)n3)P3(=O)Oc4ccccc4-c4ccccc43)cc2)c2c[nH]cn2)Oc2ccccc2-c2ccccc21,designed,Designed,P-N,2,piperazine,NH,Co-curing,B,"Parent=TRAIN_057 (DIB); Change=Added piperazine at aromatic atom 35.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.692; Max_Train_Tanimoto_r3=0.692; Risk=candidate may be outside strict in-domain threshold. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_138,DIB-benzamide-linker,O=C(Nc1nc(C(Nc2ccc(NC(c3c[nH]cn3)P3(=O)Oc4ccccc4-c4ccccc43)cc2)P2(=O)Oc3ccccc3-c3ccccc32)c[nH]1)c1ccccc1,designed,Designed,P-N,2,benzamide,amide,Additive,B,"Parent=TRAIN_057 (DIB); Change=Added benzamide_linker at aromatic atom 35.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.677; Max_Train_Tanimoto_r3=0.677; Risk=candidate may be outside strict in-domain threshold. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_139,DIB-phenyl,O=P1(C(Nc2ccc(NC(c3c[nH]c(-c4ccccc4)n3)P3(=O)Oc4ccccc4-c4ccccc43)cc2)c2c[nH]cn2)Oc2ccccc2-c2ccccc21,designed,Designed,P-N,2,phenyl,none,Additive,B,"Parent=TRAIN_057 (DIB); Change=Added phenyl at aromatic atom 35.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.750; Max_Train_Tanimoto_r3=0.750; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_140,DIB-biphenyl,O=P1(C(Nc2ccc(NC(c3c[nH]c(-c4ccc(-c5ccccc5)cc4)n3)P3(=O)Oc4ccccc4-c4ccccc43)cc2)c2c[nH]cn2)Oc2ccccc2-c2ccccc21,designed,Designed,P-N,2,biphenyl,none,Additive,B,"Parent=TRAIN_057 (DIB); Change=Added biphenyl at aromatic atom 35.; Attachment=peripheral_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.708; Max_Train_Tanimoto_r3=0.708; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_141,DIB-NH-methyl,CN(c1ccc(NC(c2c[nH]cn2)P2(=O)Oc3ccccc3-c3ccccc32)cc1)C(c1c[nH]cn1)P1(=O)Oc2ccccc2-c2ccccc21,designed,Designed,P-N,2,N-methyl,none,Additive,B,"Parent=TRAIN_057 (DIB); Change=Methylated one free N–H site, reducing curing activity. Regioisomer 1.; Attachment=NH_site_1; One-factor computational analogue. Parent_Tanimoto_r3=0.738; Max_Train_Tanimoto_r3=0.738; Risk=none. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_142,DIB-NH-hydroxyethyl,O=P1(C(Nc2ccc(N(CCO)C(c3c[nH]cn3)P3(=O)Oc4ccccc4-c4ccccc43)cc2)c2c[nH]cn2)Oc2ccccc2-c2ccccc21,designed,Designed,P-N,2,N-hydroxyethyl,OH,Additive,B,"Parent=TRAIN_057 (DIB); Change=Introduced one hydroxyethyl substituent on an N–H site. Regioisomer 1.; Attachment=NH_site_1; One-factor computational analogue. Parent_Tanimoto_r3=0.697; Max_Train_Tanimoto_r3=0.697; Risk=candidate may be outside strict in-domain threshold. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_143,DIB-NH-glycidyl,O=P1(C(Nc2ccc(N(CC3CO3)C(c3c[nH]cn3)P3(=O)Oc4ccccc4-c4ccccc43)cc2)c2c[nH]cn2)Oc2ccccc2-c2ccccc21,designed,Designed,P-N,2,N-glycidyl,epoxy,Co-curing,B,"Parent=TRAIN_057 (DIB); Change=Introduced one glycidyl substituent on an N–H site. Regioisomer 1.; Attachment=NH_site_1; One-factor computational analogue. Parent_Tanimoto_r3=0.667; Max_Train_Tanimoto_r3=0.667; Risk=candidate may be outside strict in-domain threshold. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_144,DTB-amino,CCC(O)Cn1c(=O)n(CC(O)COB(O)OC)c(=O)n(CC(O)CP2(=O)Oc3ccc(N)cc3-c3ccccc32)c1=O,designed,Designed,P-N-B,1,aryl-amino,NH2,Co-curing,B,"Parent=TRAIN_018 (DTB); Change=Added amino at aromatic atom 31.; Attachment=DOPO_core_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.768; Max_Train_Tanimoto_r3=0.768; Risk=DOPO-core substitution route needs confirmation. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_145,DTB-hydroxy,CCC(O)Cn1c(=O)n(CC(O)COB(O)OC)c(=O)n(CC(O)CP2(=O)Oc3ccc(O)cc3-c3ccccc32)c1=O,designed,Designed,P-N-B,1,aryl-hydroxy,OH,Additive,B,"Parent=TRAIN_018 (DTB); Change=Added hydroxy at aromatic atom 31.; Attachment=DOPO_core_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.768; Max_Train_Tanimoto_r3=0.768; Risk=DOPO-core substitution route needs confirmation. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_146,DTB-hydroxymethyl,CCC(O)Cn1c(=O)n(CC(O)COB(O)OC)c(=O)n(CC(O)CP2(=O)Oc3ccc(CO)cc3-c3ccccc32)c1=O,designed,Designed,P-N-B,1,aryl-hydroxymethyl,CH2OH,Additive,B,"Parent=TRAIN_018 (DTB); Change=Added hydroxymethyl at aromatic atom 31.; Attachment=DOPO_core_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.760; Max_Train_Tanimoto_r3=0.760; Risk=DOPO-core substitution route needs confirmation. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_147,DTB-carboxamide,CCC(O)Cn1c(=O)n(CC(O)COB(O)OC)c(=O)n(CC(O)CP2(=O)Oc3ccc(C(N)=O)cc3-c3ccccc32)c1=O,designed,Designed,P-N-B,1,aryl-carboxamide,amide,Additive,B,"Parent=TRAIN_018 (DTB); Change=Added carboxamide at aromatic atom 31.; Attachment=DOPO_core_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.737; Max_Train_Tanimoto_r3=0.737; Risk=DOPO-core substitution route needs confirmation. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_148,DTB-boronic-acid,CCC(O)Cn1c(=O)n(CC(O)COB(O)OC)c(=O)n(CC(O)CP2(=O)Oc3ccc(B(O)O)cc3-c3ccccc32)c1=O,designed,Designed,P-N-B,1,aryl-boronic-acid,B(OH)2,Additive,B,"Parent=TRAIN_018 (DTB); Change=Added boronic_acid at aromatic atom 31.; Attachment=DOPO_core_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.777; Max_Train_Tanimoto_r3=0.777; Risk=DOPO-core substitution route needs confirmation. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
CAND_R2_149,DTB-pinacol-boronate,CCC(O)Cn1c(=O)n(CC(O)COB(O)OC)c(=O)n(CC(O)CP2(=O)Oc3ccc(B4OC(C)(C)C(C)(C)O4)cc3-c3ccccc32)c1=O,designed,Designed,P-N-B,1,aryl-pinacol-boronate,pinacol boronate,Additive,B,"Parent=TRAIN_018 (DTB); Change=Added pinacol_boronate at aromatic atom 31.; Attachment=DOPO_core_aromatic; One-factor computational analogue. Parent_Tanimoto_r3=0.689; Max_Train_Tanimoto_r3=0.689; Risk=DOPO-core substitution route needs confirmation; candidate may be outside strict in-domain threshold. Synthesis route, regioselectivity, stability, equivalent balance and EP compatibility require manual review."
